sent1	sent2	gold	preds	dif
Jamaican connection in Liverpool's win	"Japan Election: Shinzo Abe Hails Landslide Win
"	0.40	0.907907	0.507907
A man is performing labor.	"A man is performing today.
"	2.800000	3.306922	0.5069220000000003
"""We need to change old habits and seriously rethink business-as-usual."""	"He urged employees to ""avoid complacency"" and to ""change old habits and seriously rethink business-as-usual.""
"	3.750	3.24485	0.50515
The meat, poultry, butter, cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.	"The meat, poultry, butter, cheese and nuts were being stored by more than 100 wholesalers in Chicago.
"	1.800	2.303756	0.5037559999999999
Three boys in karate costumes are fighting.	"Three men are practicing karate moves in a field.
"	1.250	1.752609	0.5026090000000001
A dog sniffing the bottom of a door.	"A black and white dog sniffing at a closed door.
"	3.8	3.298026	0.5019739999999997
I agree with the other comments.	I agree with the previous comments.	5	4.4997110000000005	0.5002889999999995
Obama lashes North Korea as pariah state	"Obama lashes North Korea as weak ‚Äėpariah state‚Äô
"	3.80	4.300029	0.5000290000000005
A man is opening a door.	"A man is cutting an onion.
"	0.800	0.30088200000000004	0.499118
A panda bear is chewing on a stick.	"A baby panda plays with a stick.
"	3.000	2.501863	0.49813699999999983
A brown dog is running through the field.	"a brown dog with his tongue wagging as he runs through a field
"	4.00	3.5020059999999997	0.49799400000000027
Japan revises GDP growth to annual 1.1 pct in Q3	"Japan’s GDP growth downgraded to annual 1.1%
"	3.4	2.902305	0.4976949999999998
A child wearing blue and white shorts is jumping in the surf.	"A girl wearing green twists something in her hands.
"	0.60	0.103029	0.496971
The support will come as a free software upgrade called WebVPN for current customers that have support contracts.	"The upgrade will be available as a free download for current customers with SmarNet support in January 2004.
"	2.600	3.096161	0.49616099999999985
Does this page answer your question?	Does this answer your questions?	4	3.5047	0.49529999999999985
In addition, primary care trusts (PCTs) were given star ratings for the first time this year.	"Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.
"	3.800	3.305624	0.4943759999999999
The cat is drinking milk.	"A white cat is licking and drinking milk kept on a plate.
"	3.800	3.3067309999999996	0.4932690000000002
Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer.	"Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.
"	3.600	3.1071310000000003	0.4928689999999998
A woman is climbing a cliff.	"A woman is climbing a rock face.
"	4.500	4.008921	0.49107900000000004
Two dogs playing in snow.	"Two dogs playing in grass.
"	2.40	1.9117689999999998	0.4882310000000001
A couple is playing the game of Life.	"The family is playing a game together.
"	2.600000	2.112308	0.487692
A table is set with wine and dishes for two people.	"A wooden table is set with candles, wine, and a purple plastic bowl.
"	2.6	2.112321	0.487679
Red-shirt leader calls not to oppose army	"Oil rig spat: Beijing not to send army
"	0.60	1.0845790000000002	0.4845790000000002
It probably depends on the cut of meat.	It depends on the meat and how it's cut.	4	4.483429	0.4834290000000001
"The other 24 members are split between representatives of the securities industry and so-called ""public"" board members."	"Of the 24 directors who are not exchange executives, half are representatives of the securities industry and half are designated public members.
"	4.000	3.5176730000000003	0.48232699999999973
Luxembourg PM quits amid spying scandal	"Luxembourg votes after spying row
"	2.20	2.6818470000000003	0.48184700000000014
Suicide bomb kills 4, injures 13 in Pakistan	"Twitter blocks content in Pakistan
"	0.00	0.48122200000000004	0.48122200000000004
A man is standing on the ground with a paintbrush	"A man with a crutch lying on the ground.
"	1.200000	0.720264	0.47973599999999994
Not a good beginning: Hollande's plane hit by lightning en route to Berlin	"French President Francois Hollande's plane hit by lightning en route to Berlin
"	4.4	3.9214860000000002	0.4785140000000001
If you haven't, you should.	You should, but you don't have to.	1	1.477635	0.47763500000000003
A man is playing piano.	"A man is playing a violin.
"	2.000	1.524757	0.4752430000000001
You can use it, too.	You can still use it for practice.	2	2.475212	0.47521199999999997
U.S. troops encountered no resistance during the five-hour sweep near Tikrit, Saddam Hussein's hometown and the center of a region of Baath Party supporters.	"Tikrit is Saddam Hussein's hometown and the region around it is known as a hotbed of Baath Party supporters and former high-ranking Iraqi military officials.
"	2.250	2.7251790000000002	0.47517900000000024
One person wields an umbrella.	"One person is holding an umbrella.
"	4.400000	4.874703	0.4747029999999999
A man is dragging a dead deer.	"A man is jumping into water from a cliff.
"	0.800	0.326966	0.47303400000000007
Zombies parading around eating brains.	"The zombies are eating flesh together.
"	3.400000	2.927375	0.47262499999999985
On July 22, Moore announced he would appeal the case directly to the U.S. Supreme Court.	"Moore of Alabama says he will appeal his case to the nation's highest court.
"	3.750	3.2779220000000002	0.4720779999999998
That's what I believe.	Yes, I believe it's a good idea.	2	1.529203	0.4707969999999999
Problem is, the system doesn't account for people who could care less about money, or title.	The Joker doesn't care about money.	1	1.469918	0.46991800000000006
A woman is dancing.	"A woman is playing violin.
"	0.400	0.869302	0.469302
Activists: Syrian troops storm Damascus suburb	"Activist says Syrian citizen cameraman killed in Homs
"	1.4	0.932328	0.46767199999999987
A man is slicing a tomato.	"A man is riding a horse.
"	0.800	0.33308499999999996	0.4669150000000001
Geraldine Andrews, the pastor's daughter-in-law, said Robinson recently took her daughter out of a mental health facility.	"Geraldine Andrews, Reynolds' daughter-in-law and a friend of Wilson's family, said Robinson had recently taken Wilson out of a mental health facility.
"	4.000	3.533629	0.4663710000000001
A woman is cutting an onion.	"A woman is cleaning a garden.
"	0.267	0.7328939999999999	0.4658939999999999
A blue bird standing on a lawn.	"Blue bird standing on green grass.
"	4.6	4.134537	0.46546299999999974
How do you do that?	How to do that?	5	4.534555	0.4654449999999999
people getting their dirty clothes cleaned	"People are getting their clothes cleaned.
"	5.000000	4.534622	0.4653780000000003
Israel Forces Kill 2 Palestinian Militants	"Israeli army kills Palestinian militant in raid
"	3.20	3.665203	0.4652029999999998
The three grocery chains were relying on store managers and replacement workers to keep their stores open.	"The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.
"	3.400	3.864296	0.46429600000000004
A cat laying on a red cushion looking at the camera.	"A tan dog lying on a moggie bed looking up at the camera.
"	1.2	0.736113	0.46388699999999994
A group of people are dancing.	"Women are dancing outside.
"	3.000	2.536206	0.46379400000000004
The person is wearing a fedora.	"A man is wearing a uniform.
"	1.600000	1.136279	0.46372100000000005
Ukraine rebels 'flee eastern stronghold'	"Ukraine Claims Rebels Flushed from Main Stronghold
"	3.60	4.06311	0.4631099999999999
You answered your own question.	You pretty much answered your own question.	5	4.538725	0.46127499999999966
Two Indian women with two Indian girls near the water.	"Two Indian woman stand with two Indian girls on a beach.
"	4	3.539854	0.46014599999999994
Another was in serious condition at Northwest Medical Center in Springdale.	"At Northwest Medical Center of Washington County in Springdale, one child is in serious condition.
"	3.800	3.3411589999999998	0.45884100000000005
Bashir felt he was being tried by opinion not on the facts, Mahendradatta told Reuters.	"Bashir also felt he was being tried by opinion rather than facts of law, he added.
"	4.000	3.541293	0.458707
His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach, Va., parking lot June 25.	"His sport utility vehicle was found June 25, abandoned without its license plates in Virginia Beach, Va.
"	3.600	3.141885	0.45811500000000027
The life expectancy for boys born in 2001 was 74.4 years, up two years since 1990.	"According to the report, average life expectancy has increased by nearly two years since 1990.
"	3.500	3.0428990000000002	0.45710099999999976
You burn more Calories digesting protein than you do carbohydrates and fat.	The more you sweat, the faster you will burn calories and fat.	2	2.456609	0.4566089999999998
Iraq searches Syria bound Iran plane: officials	"Iraq searches Syrian-bound Iranian plane
"	4.2	4.656075	0.45607500000000023
Iran, powers set for high-stakes nuclear talks	"U.S., Iran prepare for Istanbul nuclear talks
"	3.2	3.653626	0.45362599999999986
From what I understand this is what you can do :	Can you do this?	2	2.451763	0.45176300000000014
13 dead in Iraq bomb attacks	"16 killed in north Iraq attacks
"	1.8	2.2515650000000003	0.4515650000000002
Rev's Early Reads: March 2	Rev.'s Early Reads: Sept. 3rd, 2015	2	1.54892	0.4510799999999999
"""Both of these kids are in wonderful physical condition right now,"" he said during a press briefing at the hospital."	"""Both of these kids are in wonderful physical condition right now,"" said Goodrich, also director of pediatric neurosurgery at the Children's Hospital at Montefiore.
"	3.400	2.94976	0.45024
A man has his son on his back	"A man spent his time with his son.
"	2.400000	1.950682	0.4493179999999999
A man is playing a flute.	"A man is playing a guitar.
"	2.000	1.5513270000000001	0.4486729999999999
A man is speaking.	"A man is cooking.
"	0.800	0.352192	0.44780800000000004
The woman in overalls paints a picture for her wall.	"A woman is painting her wall white.
"	2.600000	3.047634	0.44763399999999987
I think it is great that you had a test conducted.	I think that's a great plan.	2	1.555424	0.4445760000000001
I remained under the banyan tree, exhausted by my daily ritual of dragooning the men every two hours. 	I remained under the banyan tree, exhausted by my daily ritual of herding the cats every two hours. 	3	2.5570009999999996	0.44299900000000036
Men are playing soccer.	"Two teams play soccer.
"	3.000	2.563388	0.4366119999999998
Internet, phone service restored in Syrian capital	"Internet service resumes in Syria
"	4.2	3.763405	0.43659500000000007
Russia warns Ukraine against EU deal	"Rebels down Ukraine helicopters
"	1.20	0.7636109999999999	0.436389
A dog is playing with a toy.	"A dog is eating a doll.
"	2.250	1.8143	0.4357
Tan cows look closely at the camera.	"A white and grey cat in a bathroom sink looking at the camera.
"	0.75	0.31449499999999997	0.43550500000000003
A man is laughing with a woman	"A man and a woman laughing.
"	4.800000	4.364526000000001	0.43547399999999925
